,img,exp_val,clus_pred,max rec,treshold,kern_size,text,clus-error,Notes,delta_bacche_abs,delta_bacche,stridex,stridey
0,image-gt-110-pred-113-2000x1500.png,113,110.0,60.0,0.37,1025.0,the number of berries,0.02654867256637168,,3.0,3.0,50.0,50.0
0,image-gt-45-pred-43-2000x1500.png,43,54.0,60.0,0.37,1025.0,the number of berries,0.2558139534883721,,11.0,-11.0,50.0,50.0
0,image-gt-54-pred-52-2000x1500.png,52,31.0,60.0,0.37,1025.0,the number of berries,0.40384615384615385,,21.0,21.0,50.0,50.0
0,image-gt-81-pred-73-2000x1500.png,73,102.0,60.0,0.37,1025.0,the number of berries,0.3972602739726027,,29.0,-29.0,50.0,50.0
0,image-gt-102-pred-104-2000x1500.png,104,117.0,60.0,0.37,1010.0,the number of berries,0.125,,13.0,-13.0,50.0,50.0
0,image-gt-110-pred-113-2000x1500.png,113,111.0,60.0,0.37,1010.0,the number of berries,0.017699115044247787,,2.0,2.0,50.0,50.0
0,image-gt-45-pred-43-2000x1500.png,43,65.0,60.0,0.37,1010.0,the number of berries,0.5116279069767442,,22.0,-22.0,50.0,50.0
0,image-gt-54-pred-52-2000x1500.png,52,38.0,60.0,0.37,1010.0,the number of berries,0.2692307692307692,,14.0,14.0,50.0,50.0
0,image-gt-81-pred-73-2000x1500.png,73,100.0,60.0,0.37,1010.0,the number of berries,0.3698630136986301,,27.0,-27.0,50.0,50.0
0,image-gt-102-pred-104-2000x1500.png,104,106.0,60.0,0.37,1030.0,the number of berries,0.019230769230769232,,2.0,-2.0,50.0,50.0
0,image-gt-110-pred-113-2000x1500.png,113,108.0,60.0,0.37,1030.0,the number of berries,0.04424778761061947,,5.0,5.0,50.0,50.0
0,image-gt-45-pred-43-2000x1500.png,43,42.0,60.0,0.37,1030.0,the number of berries,0.023255813953488372,,1.0,1.0,50.0,50.0
0,image-gt-54-pred-52-2000x1500.png,52,32.0,60.0,0.37,1030.0,the number of berries,0.38461538461538464,,20.0,20.0,50.0,50.0
0,image-gt-81-pred-73-2000x1500.png,73,80.0,60.0,0.37,1030.0,the number of berries,0.0958904109589041,,7.0,-7.0,50.0,50.0
0,image-gt-102-pred-104-2000x1500.png,104,102.0,60.0,0.37,1000.0,the number of berries,0.019230769230769232,,2.0,2.0,50.0,50.0
0,image-gt-110-pred-113-2000x1500.png,113,96.0,60.0,0.37,1000.0,the number of berries,0.1504424778761062,,17.0,17.0,50.0,50.0
0,image-gt-45-pred-43-2000x1500.png,43,49.0,60.0,0.37,1000.0,the number of berries,0.13953488372093023,,6.0,-6.0,50.0,50.0
0,image-gt-54-pred-52-2000x1500.png,52,26.0,60.0,0.37,1000.0,the number of berries,0.5,,26.0,26.0,50.0,50.0
0,image-gt-81-pred-73-2000x1500.png,73,84.0,60.0,0.37,1000.0,the number of berries,0.1506849315068493,,11.0,-11.0,50.0,50.0
0,image-gt-102-pred-104-2000x1500.png,104,95.0,60.0,0.37,950.0,the number of berries,0.08653846153846154,,9.0,9.0,50.0,50.0
0,image-gt-110-pred-113-2000x1500.png,113,100.0,60.0,0.37,950.0,the number of berries,0.11504424778761062,,13.0,13.0,50.0,50.0
0,image-gt-45-pred-43-2000x1500.png,43,45.0,60.0,0.37,950.0,the number of berries,0.046511627906976744,,2.0,-2.0,50.0,50.0
0,image-gt-54-pred-52-2000x1500.png,52,42.0,60.0,0.37,950.0,the number of berries,0.19230769230769232,,10.0,10.0,50.0,50.0
0,image-gt-81-pred-73-2000x1500.png,73,79.0,60.0,0.37,950.0,the number of berries,0.0821917808219178,,6.0,-6.0,50.0,50.0
0,image-gt-102-pred-104-2000x1500.png,104,99.0,60.0,0.37,975.0,the number of berries,0.04807692307692308,,5.0,5.0,50.0,50.0
0,image-gt-110-pred-113-2000x1500.png,113,108.0,60.0,0.37,975.0,the number of berries,0.04424778761061947,,5.0,5.0,50.0,50.0
0,image-gt-45-pred-43-2000x1500.png,43,70.0,60.0,0.37,975.0,the number of berries,0.627906976744186,,27.0,-27.0,50.0,50.0
0,image-gt-54-pred-52-2000x1500.png,52,34.0,60.0,0.37,975.0,the number of berries,0.34615384615384615,,18.0,18.0,50.0,50.0
0,image-gt-81-pred-73-2000x1500.png,73,92.0,60.0,0.37,975.0,the number of berries,0.2602739726027397,,19.0,-19.0,50.0,50.0
0,image-gt-102-pred-104-2000x1500.png,104,98.0,60.0,0.38,1050.0,the number of berries,0.057692307692307696,,6.0,6.0,50.0,50.0
0,image-gt-110-pred-113-2000x1500.png,113,106.0,60.0,0.38,1050.0,the number of berries,0.061946902654867256,,7.0,7.0,50.0,50.0
0,image-gt-45-pred-43-2000x1500.png,43,50.0,60.0,0.38,1050.0,the number of berries,0.16279069767441862,,7.0,-7.0,50.0,50.0
0,image-gt-54-pred-52-2000x1500.png,52,35.0,60.0,0.38,1050.0,the number of berries,0.3269230769230769,,17.0,17.0,50.0,50.0
0,image-gt-81-pred-73-2000x1500.png,73,76.0,60.0,0.38,1050.0,the number of berries,0.0410958904109589,,3.0,-3.0,50.0,50.0
0,image-gt-102-pred-104-2000x1500.png,104,99.0,60.0,0.38,1025.0,the number of berries,0.04807692307692308,,5.0,5.0,50.0,50.0
0,image-gt-110-pred-113-2000x1500.png,113,109.0,60.0,0.38,1025.0,the number of berries,0.035398230088495575,,4.0,4.0,50.0,50.0
0,image-gt-45-pred-43-2000x1500.png,43,55.0,60.0,0.38,1025.0,the number of berries,0.27906976744186046,,12.0,-12.0,50.0,50.0
0,image-gt-54-pred-52-2000x1500.png,52,30.0,60.0,0.38,1025.0,the number of berries,0.4230769230769231,,22.0,22.0,50.0,50.0
0,image-gt-81-pred-73-2000x1500.png,73,97.0,60.0,0.38,1025.0,the number of berries,0.3287671232876712,,24.0,-24.0,50.0,50.0
0,image-gt-102-pred-104-2000x1500.png,104,116.0,60.0,0.38,1010.0,the number of berries,0.11538461538461539,,12.0,-12.0,50.0,50.0
0,image-gt-110-pred-113-2000x1500.png,113,109.0,60.0,0.38,1010.0,the number of berries,0.035398230088495575,,4.0,4.0,50.0,50.0
0,image-gt-45-pred-43-2000x1500.png,43,63.0,60.0,0.38,1010.0,the number of berries,0.46511627906976744,,20.0,-20.0,50.0,50.0
0,image-gt-54-pred-52-2000x1500.png,52,38.0,60.0,0.38,1010.0,the number of berries,0.2692307692307692,,14.0,14.0,50.0,50.0
0,image-gt-81-pred-73-2000x1500.png,73,100.0,60.0,0.38,1010.0,the number of berries,0.3698630136986301,,27.0,-27.0,50.0,50.0
