,img,exp_val,clus_pred,max rec,treshold,kern_size,text,clus-error,Notes,delta_bacche_abs,delta_bacche,stridex,stridey
0,count_14_125_2019_10_02_4864_912_3040.png,14,78.0,60.0,0.37,288.0,the number of berries,4.571428571428571,,64.0,-64.0,50.0,50.0
0,count_14_127_2019_10_02_4864_00_1824.png,14,16.0,60.0,0.37,288.0,the number of berries,0.14285714285714285,,2.0,-2.0,50.0,50.0
0,count_14_127_2019_10_02_4864_00_3648.png,14,9.0,60.0,0.37,288.0,the number of berries,0.35714285714285715,,5.0,5.0,50.0,50.0
0,count_14_130_2019_10_02_4864_2736_4256.png,14,67.0,60.0,0.37,288.0,the number of berries,3.7857142857142856,,53.0,-53.0,50.0,50.0
0,count_14_130_2019_10_02_4864_456_4256.png,14,116.0,60.0,0.37,288.0,the number of berries,7.285714285714286,,102.0,-102.0,50.0,50.0
0,count_14_131_2019_10_02_4864_2280_1216.png,14,66.0,60.0,0.37,288.0,the number of berries,3.7142857142857144,,52.0,-52.0,50.0,50.0
0,count_14_131_2019_10_02_4864_2736_00.png,14,105.0,60.0,0.37,288.0,the number of berries,6.5,,91.0,-91.0,50.0,50.0
0,count_14_132_2019_10_02_4864_00_00.png,14,74.0,60.0,0.37,288.0,the number of berries,4.285714285714286,,60.0,-60.0,50.0,50.0
0,count_14_136_2019_10_02_4864_2736_00.png,14,22.0,60.0,0.37,288.0,the number of berries,0.5714285714285714,,8.0,-8.0,50.0,50.0
0,count_14_136_2019_10_02_4864_2736_1216.png,14,50.0,60.0,0.37,288.0,the number of berries,2.5714285714285716,,36.0,-36.0,50.0,50.0
0,count_14_136_2019_10_02_4864_3192_00.png,14,60.0,60.0,0.37,288.0,the number of berries,3.2857142857142856,,46.0,-46.0,50.0,50.0
0,count_14_138_2019_10_02_4864_2280_608.png,14,138.0,60.0,0.37,288.0,the number of berries,8.857142857142858,,124.0,-124.0,50.0,50.0
0,count_14_144_2019_10_02_4864_1824_608.png,14,51.0,60.0,0.37,288.0,the number of berries,2.642857142857143,,37.0,-37.0,50.0,50.0
0,count_14_144_2019_10_02_4864_456_3040.png,14,36.0,60.0,0.37,288.0,the number of berries,1.5714285714285714,,22.0,-22.0,50.0,50.0
0,count_14_148_2019_10_02_4864_00_3648.png,14,149.0,60.0,0.37,288.0,the number of berries,9.642857142857142,,135.0,-135.0,50.0,50.0
0,count_14_230_2019_10_18_4864_456_2432.png,14,40.0,60.0,0.37,288.0,the number of berries,1.8571428571428572,,26.0,-26.0,50.0,50.0
0,count_14_297_2019_09_11_4864_1368_1824.png,14,59.0,60.0,0.37,288.0,the number of berries,3.2142857142857144,,45.0,-45.0,50.0,50.0
0,count_14_302_2019_09_11_4864_00_3040.png,14,70.0,60.0,0.37,288.0,the number of berries,4.0,,56.0,-56.0,50.0,50.0
0,count_14_303_2019_09_11_4864_2736_608.png,14,44.0,60.0,0.37,288.0,the number of berries,2.142857142857143,,30.0,-30.0,50.0,50.0
0,count_15_108_2019_10_02_4864_1368_00.png,15,72.0,60.0,0.37,288.0,the number of berries,3.8,,57.0,-57.0,50.0,50.0
0,count_15_108_2019_10_02_4864_2736_00.png,15,83.0,60.0,0.37,288.0,the number of berries,4.533333333333333,,68.0,-68.0,50.0,50.0
0,count_15_108_2019_10_02_4864_456_00.png,15,32.0,60.0,0.37,288.0,the number of berries,1.1333333333333333,,17.0,-17.0,50.0,50.0
0,count_15_109_2019_10_02_4864_456_608.png,15,29.0,60.0,0.37,288.0,the number of berries,0.9333333333333333,,14.0,-14.0,50.0,50.0
0,count_15_110_2019_10_02_4864_1368_1216.png,15,44.0,60.0,0.37,288.0,the number of berries,1.9333333333333333,,29.0,-29.0,50.0,50.0
0,count_15_110_2019_10_02_4864_1824_3648.png,15,107.0,60.0,0.37,288.0,the number of berries,6.133333333333334,,92.0,-92.0,50.0,50.0
0,count_15_111_2019_10_02_4864_00_00.png,15,30.0,60.0,0.37,288.0,the number of berries,1.0,,15.0,-15.0,50.0,50.0
0,count_15_111_2019_10_02_4864_1824_2432.png,15,65.0,60.0,0.37,288.0,the number of berries,3.3333333333333335,,50.0,-50.0,50.0,50.0
0,count_15_112_2019_10_02_4864_2280_4256.png,15,31.0,60.0,0.37,288.0,the number of berries,1.0666666666666667,,16.0,-16.0,50.0,50.0
0,count_15_112_2019_10_02_4864_912_3040.png,15,76.0,60.0,0.37,288.0,the number of berries,4.066666666666666,,61.0,-61.0,50.0,50.0
0,count_15_114_2019_10_02_4864_3192_00.png,15,146.0,60.0,0.37,288.0,the number of berries,8.733333333333333,,131.0,-131.0,50.0,50.0
0,count_15_116_2019_10_02_4864_00_00.png,15,31.0,60.0,0.37,288.0,the number of berries,1.0666666666666667,,16.0,-16.0,50.0,50.0
0,count_15_116_2019_10_02_4864_00_1824.png,15,82.0,60.0,0.37,288.0,the number of berries,4.466666666666667,,67.0,-67.0,50.0,50.0
0,count_15_116_2019_10_02_4864_00_2432.png,15,85.0,60.0,0.37,288.0,the number of berries,4.666666666666667,,70.0,-70.0,50.0,50.0
0,count_15_116_2019_10_02_4864_2736_1216.png,15,43.0,60.0,0.37,288.0,the number of berries,1.8666666666666667,,28.0,-28.0,50.0,50.0
0,count_15_116_2019_10_02_4864_456_608.png,15,30.0,60.0,0.37,288.0,the number of berries,1.0,,15.0,-15.0,50.0,50.0
0,count_15_118_2019_10_02_4864_00_1824.png,15,164.0,60.0,0.37,288.0,the number of berries,9.933333333333334,,149.0,-149.0,50.0,50.0
0,count_15_118_2019_10_02_4864_3192_1216.png,15,79.0,60.0,0.37,288.0,the number of berries,4.266666666666667,,64.0,-64.0,50.0,50.0
0,count_15_118_2019_10_02_4864_3192_3040.png,15,35.0,60.0,0.37,288.0,the number of berries,1.3333333333333333,,20.0,-20.0,50.0,50.0
0,count_15_119_2019_10_02_4864_00_1824.png,15,102.0,60.0,0.37,288.0,the number of berries,5.8,,87.0,-87.0,50.0,50.0
0,count_15_119_2019_10_02_4864_1824_3648.png,15,111.0,60.0,0.37,288.0,the number of berries,6.4,,96.0,-96.0,50.0,50.0
0,count_15_119_2019_10_02_4864_1824_4256.png,15,51.0,60.0,0.37,288.0,the number of berries,2.4,,36.0,-36.0,50.0,50.0
0,count_15_120_2019_10_02_4864_1368_3648.png,15,136.0,60.0,0.37,288.0,the number of berries,8.066666666666666,,121.0,-121.0,50.0,50.0
0,count_15_122_2019_10_02_4864_1824_4256.png,15,31.0,60.0,0.37,288.0,the number of berries,1.0666666666666667,,16.0,-16.0,50.0,50.0
0,count_15_122_2019_10_02_4864_456_3040.png,15,27.0,60.0,0.37,288.0,the number of berries,0.8,,12.0,-12.0,50.0,50.0
0,count_15_122_2019_10_02_4864_912_2432.png,15,52.0,60.0,0.37,288.0,the number of berries,2.466666666666667,,37.0,-37.0,50.0,50.0
0,count_15_122_2019_10_02_4864_912_4256.png,15,24.0,60.0,0.37,288.0,the number of berries,0.6,,9.0,-9.0,50.0,50.0
0,count_15_123_2019_10_02_4864_2736_4256.png,15,57.0,60.0,0.37,288.0,the number of berries,2.8,,42.0,-42.0,50.0,50.0
0,count_15_123_2019_10_02_4864_456_608.png,15,51.0,60.0,0.37,288.0,the number of berries,2.4,,36.0,-36.0,50.0,50.0
0,count_15_124_2019_10_02_4864_912_4256.png,15,32.0,60.0,0.37,288.0,the number of berries,1.1333333333333333,,17.0,-17.0,50.0,50.0
0,count_15_125_2019_10_02_4864_1824_4256.png,15,85.0,60.0,0.37,288.0,the number of berries,4.666666666666667,,70.0,-70.0,50.0,50.0
0,count_15_125_2019_10_02_4864_456_2432.png,15,57.0,60.0,0.37,288.0,the number of berries,2.8,,42.0,-42.0,50.0,50.0
0,count_15_126_2019_10_02_4864_3192_1216.png,15,94.0,60.0,0.37,288.0,the number of berries,5.266666666666667,,79.0,-79.0,50.0,50.0
0,count_15_127_2019_10_02_4864_1368_3648.png,15,63.0,60.0,0.37,288.0,the number of berries,3.2,,48.0,-48.0,50.0,50.0
0,count_15_127_2019_10_02_4864_2280_2432.png,15,71.0,60.0,0.37,288.0,the number of berries,3.7333333333333334,,56.0,-56.0,50.0,50.0
0,count_15_128_2019_10_02_4864_00_1824.png,15,35.0,60.0,0.37,288.0,the number of berries,1.3333333333333333,,20.0,-20.0,50.0,50.0
0,count_15_130_2019_10_02_4864_912_00.png,15,16.0,60.0,0.37,288.0,the number of berries,0.06666666666666667,,1.0,-1.0,50.0,50.0
0,count_15_131_2019_10_02_4864_1368_3040.png,15,77.0,60.0,0.37,288.0,the number of berries,4.133333333333334,,62.0,-62.0,50.0,50.0
0,count_15_131_2019_10_02_4864_456_2432.png,15,129.0,60.0,0.37,288.0,the number of berries,7.6,,114.0,-114.0,50.0,50.0
0,count_15_133_2019_10_02_4864_00_608.png,15,36.0,60.0,0.37,288.0,the number of berries,1.4,,21.0,-21.0,50.0,50.0
0,count_15_133_2019_10_02_4864_1368_3040.png,15,63.0,60.0,0.37,288.0,the number of berries,3.2,,48.0,-48.0,50.0,50.0
0,count_15_134_2019_10_02_4864_912_00.png,15,35.0,60.0,0.37,288.0,the number of berries,1.3333333333333333,,20.0,-20.0,50.0,50.0
0,count_15_136_2019_10_02_4864_1824_00.png,15,48.0,60.0,0.37,288.0,the number of berries,2.2,,33.0,-33.0,50.0,50.0
0,count_15_136_2019_10_02_4864_2736_4256.png,15,43.0,60.0,0.37,288.0,the number of berries,1.8666666666666667,,28.0,-28.0,50.0,50.0
0,count_15_138_2019_10_02_4864_456_4256.png,15,79.0,60.0,0.37,288.0,the number of berries,4.266666666666667,,64.0,-64.0,50.0,50.0
0,count_15_139_2019_10_02_4864_00_3648.png,15,175.0,60.0,0.37,288.0,the number of berries,10.666666666666666,,160.0,-160.0,50.0,50.0
0,count_15_139_2019_10_02_4864_00_4256.png,15,178.0,60.0,0.37,288.0,the number of berries,10.866666666666667,,163.0,-163.0,50.0,50.0
0,count_15_139_2019_10_02_4864_1824_3648.png,15,42.0,60.0,0.37,288.0,the number of berries,1.8,,27.0,-27.0,50.0,50.0
0,count_15_141_2019_10_02_4864_00_3648.png,15,159.0,60.0,0.37,288.0,the number of berries,9.6,,144.0,-144.0,50.0,50.0
0,count_15_141_2019_10_02_4864_2736_3040.png,15,127.0,60.0,0.37,288.0,the number of berries,7.466666666666667,,112.0,-112.0,50.0,50.0
0,count_15_144_2019_10_02_4864_1824_3648.png,15,74.0,60.0,0.37,288.0,the number of berries,3.933333333333333,,59.0,-59.0,50.0,50.0
0,count_15_146_2019_10_02_4864_00_1824.png,15,52.0,60.0,0.37,288.0,the number of berries,2.466666666666667,,37.0,-37.0,50.0,50.0
0,count_15_147_2019_10_02_4864_00_00.png,15,36.0,60.0,0.37,288.0,the number of berries,1.4,,21.0,-21.0,50.0,50.0
0,count_15_147_2019_10_02_4864_00_4256.png,15,59.0,60.0,0.37,288.0,the number of berries,2.933333333333333,,44.0,-44.0,50.0,50.0
0,count_15_147_2019_10_02_4864_2280_2432.png,15,21.0,60.0,0.37,288.0,the number of berries,0.4,,6.0,-6.0,50.0,50.0
0,count_15_147_2019_10_02_4864_3192_3040.png,15,23.0,60.0,0.37,288.0,the number of berries,0.5333333333333333,,8.0,-8.0,50.0,50.0
0,count_15_147_2019_10_02_4864_456_4256.png,15,78.0,60.0,0.37,288.0,the number of berries,4.2,,63.0,-63.0,50.0,50.0
0,count_15_149_2019_10_02_4864_3192_00.png,15,52.0,60.0,0.37,288.0,the number of berries,2.466666666666667,,37.0,-37.0,50.0,50.0
0,count_15_150_2019_10_02_4864_912_00.png,15,26.0,60.0,0.37,288.0,the number of berries,0.7333333333333333,,11.0,-11.0,50.0,50.0
0,count_15_152_2019_10_02_4864_00_00.png,15,67.0,60.0,0.37,288.0,the number of berries,3.466666666666667,,52.0,-52.0,50.0,50.0
0,count_15_162_2019_10_02_4864_00_00.png,15,23.0,60.0,0.37,288.0,the number of berries,0.5333333333333333,,8.0,-8.0,50.0,50.0
0,count_15_162_2019_10_02_4864_3192_3040.png,15,50.0,60.0,0.37,288.0,the number of berries,2.3333333333333335,,35.0,-35.0,50.0,50.0
0,count_15_164_2019_10_02_4864_3192_3648.png,15,31.0,60.0,0.37,288.0,the number of berries,1.0666666666666667,,16.0,-16.0,50.0,50.0
0,count_15_230_2019_10_18_4864_912_3040.png,15,28.0,60.0,0.37,288.0,the number of berries,0.8666666666666667,,13.0,-13.0,50.0,50.0
0,count_15_288_2019_09_11_4864_2280_1216.png,15,173.0,60.0,0.37,288.0,the number of berries,10.533333333333333,,158.0,-158.0,50.0,50.0
0,count_15_295_2019_09_11_4864_2280_3040.png,15,55.0,60.0,0.37,288.0,the number of berries,2.6666666666666665,,40.0,-40.0,50.0,50.0
0,count_15_300_2019_09_11_4864_1368_3040.png,15,52.0,60.0,0.37,288.0,the number of berries,2.466666666666667,,37.0,-37.0,50.0,50.0
0,count_15_311_2019_09_11_4864_2736_00.png,15,108.0,60.0,0.37,288.0,the number of berries,6.2,,93.0,-93.0,50.0,50.0
0,count_160_273_2019_09_11_4864_2736_1824.png,160,234.0,60.0,0.37,288.0,the number of berries,0.4625,,74.0,-74.0,50.0,50.0
0,count_167_273_2019_09_11_4864_2280_1824.png,167,236.0,60.0,0.37,288.0,the number of berries,0.41317365269461076,,69.0,-69.0,50.0,50.0
0,count_16_108_2019_10_02_4864_1368_608.png,16,62.0,60.0,0.37,288.0,the number of berries,2.875,,46.0,-46.0,50.0,50.0
0,count_16_109_2019_10_02_4864_1368_1216.png,16,24.0,60.0,0.37,288.0,the number of berries,0.5,,8.0,-8.0,50.0,50.0
0,count_16_109_2019_10_02_4864_1824_1824.png,16,49.0,60.0,0.37,288.0,the number of berries,2.0625,,33.0,-33.0,50.0,50.0
0,count_16_109_2019_10_02_4864_3192_1824.png,16,89.0,60.0,0.37,288.0,the number of berries,4.5625,,73.0,-73.0,50.0,50.0
0,count_16_109_2019_10_02_4864_912_608.png,16,71.0,60.0,0.37,288.0,the number of berries,3.4375,,55.0,-55.0,50.0,50.0
0,count_16_110_2019_10_02_4864_00_4256.png,16,65.0,60.0,0.37,288.0,the number of berries,3.0625,,49.0,-49.0,50.0,50.0
0,count_16_110_2019_10_02_4864_3192_3648.png,16,109.0,60.0,0.37,288.0,the number of berries,5.8125,,93.0,-93.0,50.0,50.0
0,count_16_111_2019_10_02_4864_1824_1824.png,16,71.0,60.0,0.37,288.0,the number of berries,3.4375,,55.0,-55.0,50.0,50.0
0,count_16_115_2019_10_02_4864_1368_3648.png,16,92.0,60.0,0.37,288.0,the number of berries,4.75,,76.0,-76.0,50.0,50.0
0,count_16_118_2019_10_02_4864_1824_00.png,16,95.0,60.0,0.37,288.0,the number of berries,4.9375,,79.0,-79.0,50.0,50.0
0,count_16_118_2019_10_02_4864_2280_1216.png,16,67.0,60.0,0.37,288.0,the number of berries,3.1875,,51.0,-51.0,50.0,50.0
0,count_16_118_2019_10_02_4864_3192_00.png,16,9.0,60.0,0.37,288.0,the number of berries,0.4375,,7.0,7.0,50.0,50.0
0,count_16_120_2019_10_02_4864_1368_3040.png,16,88.0,60.0,0.37,288.0,the number of berries,4.5,,72.0,-72.0,50.0,50.0
0,count_16_122_2019_10_02_4864_00_1824.png,16,52.0,60.0,0.37,288.0,the number of berries,2.25,,36.0,-36.0,50.0,50.0
0,count_16_122_2019_10_02_4864_1368_1824.png,16,39.0,60.0,0.37,288.0,the number of berries,1.4375,,23.0,-23.0,50.0,50.0
0,count_16_122_2019_10_02_4864_3192_1824.png,16,61.0,60.0,0.37,288.0,the number of berries,2.8125,,45.0,-45.0,50.0,50.0
0,count_16_122_2019_10_02_4864_3192_3040.png,16,35.0,60.0,0.37,288.0,the number of berries,1.1875,,19.0,-19.0,50.0,50.0
0,count_16_123_2019_10_02_4864_456_2432.png,16,51.0,60.0,0.37,288.0,the number of berries,2.1875,,35.0,-35.0,50.0,50.0
0,count_16_124_2019_10_02_4864_2280_4256.png,16,74.0,60.0,0.37,288.0,the number of berries,3.625,,58.0,-58.0,50.0,50.0
0,count_16_125_2019_10_02_4864_00_1824.png,16,57.0,60.0,0.37,288.0,the number of berries,2.5625,,41.0,-41.0,50.0,50.0
0,count_16_126_2019_10_02_4864_456_608.png,16,51.0,60.0,0.37,288.0,the number of berries,2.1875,,35.0,-35.0,50.0,50.0
0,count_16_127_2019_10_02_4864_1824_3648.png,16,32.0,60.0,0.37,288.0,the number of berries,1.0,,16.0,-16.0,50.0,50.0
0,count_16_127_2019_10_02_4864_2280_4256.png,16,21.0,60.0,0.37,288.0,the number of berries,0.3125,,5.0,-5.0,50.0,50.0
0,count_16_127_2019_10_02_4864_912_3040.png,16,61.0,60.0,0.37,288.0,the number of berries,2.8125,,45.0,-45.0,50.0,50.0
0,count_16_129_2019_10_02_4864_1368_3040.png,16,113.0,60.0,0.37,288.0,the number of berries,6.0625,,97.0,-97.0,50.0,50.0
0,count_16_129_2019_10_02_4864_912_3040.png,16,51.0,60.0,0.37,288.0,the number of berries,2.1875,,35.0,-35.0,50.0,50.0
0,count_16_130_2019_10_02_4864_00_00.png,16,10.0,60.0,0.37,288.0,the number of berries,0.375,,6.0,6.0,50.0,50.0
0,count_16_130_2019_10_02_4864_1368_3648.png,16,58.0,60.0,0.37,288.0,the number of berries,2.625,,42.0,-42.0,50.0,50.0
0,count_16_130_2019_10_02_4864_3192_3648.png,16,42.0,60.0,0.37,288.0,the number of berries,1.625,,26.0,-26.0,50.0,50.0
0,count_16_130_2019_10_02_4864_912_4256.png,16,90.0,60.0,0.37,288.0,the number of berries,4.625,,74.0,-74.0,50.0,50.0
0,count_16_131_2019_10_02_4864_1824_1824.png,16,45.0,60.0,0.37,288.0,the number of berries,1.8125,,29.0,-29.0,50.0,50.0
0,count_16_131_2019_10_02_4864_912_1216.png,16,28.0,60.0,0.37,288.0,the number of berries,0.75,,12.0,-12.0,50.0,50.0
0,count_16_132_2019_10_02_4864_00_3648.png,16,5.0,60.0,0.37,288.0,the number of berries,0.6875,,11.0,11.0,50.0,50.0
0,count_16_133_2019_10_02_4864_1368_00.png,16,42.0,60.0,0.37,288.0,the number of berries,1.625,,26.0,-26.0,50.0,50.0
0,count_16_133_2019_10_02_4864_1368_1216.png,16,36.0,60.0,0.37,288.0,the number of berries,1.25,,20.0,-20.0,50.0,50.0
0,count_16_135_2019_10_02_4864_1824_4256.png,16,97.0,60.0,0.37,288.0,the number of berries,5.0625,,81.0,-81.0,50.0,50.0
0,count_16_135_2019_10_02_4864_2280_4256.png,16,56.0,60.0,0.37,288.0,the number of berries,2.5,,40.0,-40.0,50.0,50.0
0,count_16_135_2019_10_02_4864_2736_1216.png,16,75.0,60.0,0.37,288.0,the number of berries,3.6875,,59.0,-59.0,50.0,50.0
0,count_16_136_2019_10_02_4864_2280_2432.png,16,82.0,60.0,0.37,288.0,the number of berries,4.125,,66.0,-66.0,50.0,50.0
0,count_16_138_2019_10_02_4864_00_2432.png,16,128.0,60.0,0.37,288.0,the number of berries,7.0,,112.0,-112.0,50.0,50.0
0,count_16_140_2019_10_02_4864_00_3648.png,16,73.0,60.0,0.37,288.0,the number of berries,3.5625,,57.0,-57.0,50.0,50.0
0,count_16_141_2019_10_02_4864_3192_3648.png,16,81.0,60.0,0.37,288.0,the number of berries,4.0625,,65.0,-65.0,50.0,50.0
0,count_16_144_2019_10_02_4864_2280_608.png,16,51.0,60.0,0.37,288.0,the number of berries,2.1875,,35.0,-35.0,50.0,50.0
0,count_16_144_2019_10_02_4864_456_4256.png,16,52.0,60.0,0.37,288.0,the number of berries,2.25,,36.0,-36.0,50.0,50.0
0,count_16_146_2019_10_02_4864_456_608.png,16,23.0,60.0,0.37,288.0,the number of berries,0.4375,,7.0,-7.0,50.0,50.0
0,count_16_147_2019_10_02_4864_2736_00.png,16,74.0,60.0,0.37,288.0,the number of berries,3.625,,58.0,-58.0,50.0,50.0
0,count_16_148_2019_10_02_4864_00_608.png,16,94.0,60.0,0.37,288.0,the number of berries,4.875,,78.0,-78.0,50.0,50.0
0,count_16_148_2019_10_02_4864_1368_00.png,16,84.0,60.0,0.37,288.0,the number of berries,4.25,,68.0,-68.0,50.0,50.0
0,count_16_149_2019_10_02_4864_00_00.png,16,24.0,60.0,0.37,288.0,the number of berries,0.5,,8.0,-8.0,50.0,50.0
0,count_16_150_2019_10_02_4864_1824_00.png,16,39.0,60.0,0.37,288.0,the number of berries,1.4375,,23.0,-23.0,50.0,50.0
0,count_16_150_2019_10_02_4864_3192_1216.png,16,100.0,60.0,0.37,288.0,the number of berries,5.25,,84.0,-84.0,50.0,50.0
0,count_16_150_2019_10_02_4864_456_608.png,16,18.0,60.0,0.37,288.0,the number of berries,0.125,,2.0,-2.0,50.0,50.0
0,count_16_151_2019_10_02_4864_2736_4256.png,16,7.0,60.0,0.37,288.0,the number of berries,0.5625,,9.0,9.0,50.0,50.0
0,count_16_159_2019_10_02_4864_1368_1824.png,16,35.0,60.0,0.37,288.0,the number of berries,1.1875,,19.0,-19.0,50.0,50.0
0,count_16_288_2019_09_11_4864_00_2432.png,16,152.0,60.0,0.37,288.0,the number of berries,8.5,,136.0,-136.0,50.0,50.0
0,count_16_290_2019_09_11_4864_2280_3040.png,16,67.0,60.0,0.37,288.0,the number of berries,3.1875,,51.0,-51.0,50.0,50.0
0,count_16_292_2019_09_11_4864_3192_1216.png,16,150.0,60.0,0.37,288.0,the number of berries,8.375,,134.0,-134.0,50.0,50.0
0,count_16_301_2019_09_11_4864_1368_1216.png,16,39.0,60.0,0.37,288.0,the number of berries,1.4375,,23.0,-23.0,50.0,50.0
0,count_16_302_2019_09_11_4864_00_3040.png,16,70.0,60.0,0.37,288.0,the number of berries,3.375,,54.0,-54.0,50.0,50.0
0,count_17_108_2019_10_02_4864_456_608.png,17,53.0,60.0,0.37,288.0,the number of berries,2.1176470588235294,,36.0,-36.0,50.0,50.0
0,count_17_109_2019_10_02_4864_1824_1216.png,17,80.0,60.0,0.37,288.0,the number of berries,3.7058823529411766,,63.0,-63.0,50.0,50.0
0,count_17_109_2019_10_02_4864_1824_608.png,17,63.0,60.0,0.37,288.0,the number of berries,2.7058823529411766,,46.0,-46.0,50.0,50.0
0,count_17_110_2019_10_02_4864_00_00.png,17,89.0,60.0,0.37,288.0,the number of berries,4.235294117647059,,72.0,-72.0,50.0,50.0
0,count_17_110_2019_10_02_4864_1368_3040.png,17,110.0,60.0,0.37,288.0,the number of berries,5.470588235294118,,93.0,-93.0,50.0,50.0
0,count_17_111_2019_10_02_4864_2280_608.png,17,156.0,60.0,0.37,288.0,the number of berries,8.176470588235293,,139.0,-139.0,50.0,50.0
0,count_17_111_2019_10_02_4864_3192_3040.png,17,58.0,60.0,0.37,288.0,the number of berries,2.411764705882353,,41.0,-41.0,50.0,50.0
0,count_17_112_2019_10_02_4864_3192_3040.png,17,110.0,60.0,0.37,288.0,the number of berries,5.470588235294118,,93.0,-93.0,50.0,50.0
0,count_17_114_2019_10_02_4864_2736_1216.png,17,52.0,60.0,0.37,288.0,the number of berries,2.0588235294117645,,35.0,-35.0,50.0,50.0
0,count_17_116_2019_10_02_4864_456_2432.png,17,42.0,60.0,0.37,288.0,the number of berries,1.4705882352941178,,25.0,-25.0,50.0,50.0
0,count_17_118_2019_10_02_4864_1368_00.png,17,40.0,60.0,0.37,288.0,the number of berries,1.3529411764705883,,23.0,-23.0,50.0,50.0
0,count_17_118_2019_10_02_4864_912_00.png,17,27.0,60.0,0.37,288.0,the number of berries,0.5882352941176471,,10.0,-10.0,50.0,50.0
0,count_17_119_2019_10_02_4864_00_00.png,17,71.0,60.0,0.37,288.0,the number of berries,3.176470588235294,,54.0,-54.0,50.0,50.0
0,count_17_119_2019_10_02_4864_2736_2432.png,17,84.0,60.0,0.37,288.0,the number of berries,3.9411764705882355,,67.0,-67.0,50.0,50.0
0,count_17_120_2019_10_02_4864_00_1824.png,17,100.0,60.0,0.37,288.0,the number of berries,4.882352941176471,,83.0,-83.0,50.0,50.0
0,count_17_120_2019_10_02_4864_1368_1216.png,17,77.0,60.0,0.37,288.0,the number of berries,3.5294117647058822,,60.0,-60.0,50.0,50.0
0,count_17_120_2019_10_02_4864_2280_1216.png,17,51.0,60.0,0.37,288.0,the number of berries,2.0,,34.0,-34.0,50.0,50.0
0,count_17_120_2019_10_02_4864_2280_3040.png,17,44.0,60.0,0.37,288.0,the number of berries,1.588235294117647,,27.0,-27.0,50.0,50.0
0,count_17_120_2019_10_02_4864_456_1216.png,17,46.0,60.0,0.37,288.0,the number of berries,1.7058823529411764,,29.0,-29.0,50.0,50.0
0,count_17_120_2019_10_02_4864_456_4256.png,17,107.0,60.0,0.37,288.0,the number of berries,5.294117647058823,,90.0,-90.0,50.0,50.0
0,count_17_121_2019_10_02_4864_3192_1216.png,17,97.0,60.0,0.37,288.0,the number of berries,4.705882352941177,,80.0,-80.0,50.0,50.0
0,count_17_122_2019_10_02_4864_1824_3648.png,17,22.0,60.0,0.37,288.0,the number of berries,0.29411764705882354,,5.0,-5.0,50.0,50.0
0,count_17_122_2019_10_02_4864_3192_1216.png,17,60.0,60.0,0.37,288.0,the number of berries,2.5294117647058822,,43.0,-43.0,50.0,50.0
0,count_17_125_2019_10_02_4864_3192_1216.png,17,83.0,60.0,0.37,288.0,the number of berries,3.8823529411764706,,66.0,-66.0,50.0,50.0
0,count_17_126_2019_10_02_4864_1368_00.png,17,32.0,60.0,0.37,288.0,the number of berries,0.8823529411764706,,15.0,-15.0,50.0,50.0
0,count_17_127_2019_10_02_4864_00_4256.png,17,18.0,60.0,0.37,288.0,the number of berries,0.058823529411764705,,1.0,-1.0,50.0,50.0
0,count_17_128_2019_10_02_4864_00_00.png,17,7.0,60.0,0.37,288.0,the number of berries,0.5882352941176471,,10.0,10.0,50.0,50.0
0,count_17_129_2019_10_02_4864_456_3040.png,17,65.0,60.0,0.37,288.0,the number of berries,2.823529411764706,,48.0,-48.0,50.0,50.0
0,count_17_130_2019_10_02_4864_2280_4256.png,17,100.0,60.0,0.37,288.0,the number of berries,4.882352941176471,,83.0,-83.0,50.0,50.0
0,count_17_130_2019_10_02_4864_456_3040.png,17,136.0,60.0,0.37,288.0,the number of berries,7.0,,119.0,-119.0,50.0,50.0
0,count_17_130_2019_10_02_4864_456_608.png,17,33.0,60.0,0.37,288.0,the number of berries,0.9411764705882353,,16.0,-16.0,50.0,50.0
0,count_17_131_2019_10_02_4864_912_00.png,17,59.0,60.0,0.37,288.0,the number of berries,2.4705882352941178,,42.0,-42.0,50.0,50.0
0,count_17_136_2019_10_02_4864_00_00.png,17,10.0,60.0,0.37,288.0,the number of berries,0.4117647058823529,,7.0,7.0,50.0,50.0
0,count_17_136_2019_10_02_4864_1824_3648.png,17,63.0,60.0,0.37,288.0,the number of berries,2.7058823529411766,,46.0,-46.0,50.0,50.0
0,count_17_140_2019_10_02_4864_912_1216.png,17,37.0,60.0,0.37,288.0,the number of berries,1.1764705882352942,,20.0,-20.0,50.0,50.0
0,count_17_142_2019_10_02_4864_1368_00.png,17,89.0,60.0,0.37,288.0,the number of berries,4.235294117647059,,72.0,-72.0,50.0,50.0
0,count_17_143_2019_10_02_4864_1824_00.png,17,80.0,60.0,0.37,288.0,the number of berries,3.7058823529411766,,63.0,-63.0,50.0,50.0
0,count_17_144_2019_10_02_4864_912_4256.png,17,77.0,60.0,0.37,288.0,the number of berries,3.5294117647058822,,60.0,-60.0,50.0,50.0
0,count_17_147_2019_10_02_4864_2280_608.png,17,60.0,60.0,0.37,288.0,the number of berries,2.5294117647058822,,43.0,-43.0,50.0,50.0
0,count_17_147_2019_10_02_4864_912_1216.png,17,79.0,60.0,0.37,288.0,the number of berries,3.6470588235294117,,62.0,-62.0,50.0,50.0
