,img,exp_val,clus_pred,max rec,treshold,kern_size,text,clus-error,Notes,delta_bacche_abs,delta_bacche,stridex,stridey
0,count_10_148_2019_10_02_4864_00_00.png,10,20.0,60.0,0.37,288.0,the number of berries,1.0,,10.0,-10.0,50.0,50.0
0,count_10_148_2019_10_02_4864_456_1216.png,10,29.0,60.0,0.37,288.0,the number of berries,1.9,,19.0,-19.0,50.0,50.0
0,count_10_148_2019_10_02_4864_456_608.png,10,107.0,60.0,0.37,288.0,the number of berries,9.7,,97.0,-97.0,50.0,50.0
0,count_10_151_2019_10_02_4864_00_1824.png,10,104.0,60.0,0.37,288.0,the number of berries,9.4,,94.0,-94.0,50.0,50.0
0,count_10_229_2019_10_18_4864_1368_3648.png,10,14.0,60.0,0.37,288.0,the number of berries,0.4,,4.0,-4.0,50.0,50.0
0,count_10_302_2019_09_11_4864_1824_3648.png,10,76.0,60.0,0.37,288.0,the number of berries,6.6,,66.0,-66.0,50.0,50.0
0,count_10_303_2019_09_11_4864_912_3648.png,10,190.0,60.0,0.37,288.0,the number of berries,18.0,,180.0,-180.0,50.0,50.0
0,count_10_307_2019_09_11_4864_456_4256.png,10,131.0,60.0,0.37,288.0,the number of berries,12.1,,121.0,-121.0,50.0,50.0
0,count_10_321_2019_09_11_4864_912_00.png,10,233.0,60.0,0.37,288.0,the number of berries,22.3,,223.0,-223.0,50.0,50.0
0,count_110_166_2019_10_02_4864_2280_4256.png,110,101.0,60.0,0.37,288.0,the number of berries,0.08181818181818182,,9.0,9.0,50.0,50.0
0,count_110_270_2019_09_11_4864_912_2432.png,110,108.0,60.0,0.37,288.0,the number of berries,0.01818181818181818,,2.0,2.0,50.0,50.0
0,count_111_270_2019_09_11_4864_1368_1216.png,111,115.0,60.0,0.37,288.0,the number of berries,0.036036036036036036,,4.0,-4.0,50.0,50.0
0,count_111_270_2019_09_11_4864_912_1216.png,111,102.0,60.0,0.37,288.0,the number of berries,0.08108108108108109,,9.0,9.0,50.0,50.0
0,count_112_277_2019_09_11_4864_1368_1824.png,112,145.0,60.0,0.37,288.0,the number of berries,0.29464285714285715,,33.0,-33.0,50.0,50.0
0,count_113_271_2019_09_11_4864_1368_2432.png,113,136.0,60.0,0.37,288.0,the number of berries,0.20353982300884957,,23.0,-23.0,50.0,50.0
0,count_11_109_2019_10_02_4864_1368_1216.png,11,24.0,60.0,0.37,288.0,the number of berries,1.1818181818181819,,13.0,-13.0,50.0,50.0
0,count_11_109_2019_10_02_4864_912_1216.png,11,61.0,60.0,0.37,288.0,the number of berries,4.545454545454546,,50.0,-50.0,50.0,50.0
0,count_11_114_2019_10_02_4864_456_4256.png,11,100.0,60.0,0.37,288.0,the number of berries,8.090909090909092,,89.0,-89.0,50.0,50.0
0,count_11_115_2019_10_02_4864_1824_608.png,11,68.0,60.0,0.37,288.0,the number of berries,5.181818181818182,,57.0,-57.0,50.0,50.0
0,count_11_116_2019_10_02_4864_1824_608.png,11,125.0,60.0,0.37,288.0,the number of berries,10.363636363636363,,114.0,-114.0,50.0,50.0
0,count_11_119_2019_10_02_4864_00_3648.png,11,74.0,60.0,0.37,288.0,the number of berries,5.7272727272727275,,63.0,-63.0,50.0,50.0
0,count_11_119_2019_10_02_4864_1824_00.png,11,50.0,60.0,0.37,288.0,the number of berries,3.5454545454545454,,39.0,-39.0,50.0,50.0
0,count_11_119_2019_10_02_4864_912_3040.png,11,112.0,60.0,0.37,288.0,the number of berries,9.181818181818182,,101.0,-101.0,50.0,50.0
0,count_11_120_2019_10_02_4864_00_00.png,11,24.0,60.0,0.37,288.0,the number of berries,1.1818181818181819,,13.0,-13.0,50.0,50.0
0,count_11_121_2019_10_02_4864_00_00.png,11,81.0,60.0,0.37,288.0,the number of berries,6.363636363636363,,70.0,-70.0,50.0,50.0
0,count_11_122_2019_10_02_4864_1368_3040.png,11,21.0,60.0,0.37,288.0,the number of berries,0.9090909090909091,,10.0,-10.0,50.0,50.0
0,count_11_123_2019_10_02_4864_3192_3648.png,11,50.0,60.0,0.37,288.0,the number of berries,3.5454545454545454,,39.0,-39.0,50.0,50.0
0,count_11_124_2019_10_02_4864_00_00.png,11,4.0,60.0,0.37,288.0,the number of berries,0.6363636363636364,,7.0,7.0,50.0,50.0
0,count_11_126_2019_10_02_4864_00_00.png,11,19.0,60.0,0.37,288.0,the number of berries,0.7272727272727273,,8.0,-8.0,50.0,50.0
0,count_11_126_2019_10_02_4864_912_1216.png,11,60.0,60.0,0.37,288.0,the number of berries,4.454545454545454,,49.0,-49.0,50.0,50.0
0,count_11_127_2019_10_02_4864_00_608.png,11,18.0,60.0,0.37,288.0,the number of berries,0.6363636363636364,,7.0,-7.0,50.0,50.0
0,count_11_127_2019_10_02_4864_456_4256.png,11,49.0,60.0,0.37,288.0,the number of berries,3.4545454545454546,,38.0,-38.0,50.0,50.0
0,count_11_130_2019_10_02_4864_00_1824.png,11,40.0,60.0,0.37,288.0,the number of berries,2.6363636363636362,,29.0,-29.0,50.0,50.0
0,count_11_131_2019_10_02_4864_00_3648.png,11,102.0,60.0,0.37,288.0,the number of berries,8.272727272727273,,91.0,-91.0,50.0,50.0
0,count_11_131_2019_10_02_4864_1368_00.png,11,44.0,60.0,0.37,288.0,the number of berries,3.0,,33.0,-33.0,50.0,50.0
0,count_11_131_2019_10_02_4864_1368_1824.png,11,50.0,60.0,0.37,288.0,the number of berries,3.5454545454545454,,39.0,-39.0,50.0,50.0
0,count_11_131_2019_10_02_4864_2736_1216.png,11,100.0,60.0,0.37,288.0,the number of berries,8.090909090909092,,89.0,-89.0,50.0,50.0
0,count_11_131_2019_10_02_4864_456_4256.png,11,54.0,60.0,0.37,288.0,the number of berries,3.909090909090909,,43.0,-43.0,50.0,50.0
0,count_11_131_2019_10_02_4864_912_3040.png,11,28.0,60.0,0.37,288.0,the number of berries,1.5454545454545454,,17.0,-17.0,50.0,50.0
0,count_11_132_2019_10_02_4864_00_1824.png,11,39.0,60.0,0.37,288.0,the number of berries,2.5454545454545454,,28.0,-28.0,50.0,50.0
0,count_11_133_2019_10_02_4864_00_3648.png,11,53.0,60.0,0.37,288.0,the number of berries,3.8181818181818183,,42.0,-42.0,50.0,50.0
0,count_11_133_2019_10_02_4864_2280_2432.png,11,26.0,60.0,0.37,288.0,the number of berries,1.3636363636363635,,15.0,-15.0,50.0,50.0
0,count_11_133_2019_10_02_4864_456_1216.png,11,22.0,60.0,0.37,288.0,the number of berries,1.0,,11.0,-11.0,50.0,50.0
0,count_11_134_2019_10_02_4864_00_00.png,11,27.0,60.0,0.37,288.0,the number of berries,1.4545454545454546,,16.0,-16.0,50.0,50.0
0,count_11_137_2019_10_02_4864_3192_3648.png,11,34.0,60.0,0.37,288.0,the number of berries,2.090909090909091,,23.0,-23.0,50.0,50.0
0,count_11_138_2019_10_02_4864_2736_00.png,11,93.0,60.0,0.37,288.0,the number of berries,7.454545454545454,,82.0,-82.0,50.0,50.0
0,count_11_138_2019_10_02_4864_3192_00.png,11,12.0,60.0,0.37,288.0,the number of berries,0.09090909090909091,,1.0,-1.0,50.0,50.0
0,count_11_144_2019_10_02_4864_2280_4256.png,11,52.0,60.0,0.37,288.0,the number of berries,3.727272727272727,,41.0,-41.0,50.0,50.0
0,count_11_144_2019_10_02_4864_3192_1216.png,11,30.0,60.0,0.37,288.0,the number of berries,1.7272727272727273,,19.0,-19.0,50.0,50.0
0,count_11_148_2019_10_02_4864_2736_00.png,11,89.0,60.0,0.37,288.0,the number of berries,7.090909090909091,,78.0,-78.0,50.0,50.0
0,count_11_148_2019_10_02_4864_912_00.png,11,60.0,60.0,0.37,288.0,the number of berries,4.454545454545454,,49.0,-49.0,50.0,50.0
0,count_11_149_2019_10_02_4864_2280_608.png,11,88.0,60.0,0.37,288.0,the number of berries,7.0,,77.0,-77.0,50.0,50.0
0,count_11_151_2019_10_02_4864_00_4256.png,11,67.0,60.0,0.37,288.0,the number of berries,5.090909090909091,,56.0,-56.0,50.0,50.0
0,count_11_151_2019_10_02_4864_2736_1216.png,11,144.0,60.0,0.37,288.0,the number of berries,12.090909090909092,,133.0,-133.0,50.0,50.0
0,count_11_229_2019_10_18_4864_1368_00.png,11,25.0,60.0,0.37,288.0,the number of berries,1.2727272727272727,,14.0,-14.0,50.0,50.0
0,count_11_230_2019_10_18_4864_1368_3648.png,11,81.0,60.0,0.37,288.0,the number of berries,6.363636363636363,,70.0,-70.0,50.0,50.0
0,count_11_291_2019_09_11_4864_00_2432.png,11,86.0,60.0,0.37,288.0,the number of berries,6.818181818181818,,75.0,-75.0,50.0,50.0
0,count_11_302_2019_09_11_4864_1368_3040.png,11,130.0,60.0,0.37,288.0,the number of berries,10.818181818181818,,119.0,-119.0,50.0,50.0
0,count_11_313_2019_09_11_4864_1368_3648.png,11,76.0,60.0,0.37,288.0,the number of berries,5.909090909090909,,65.0,-65.0,50.0,50.0
0,count_11_319_2019_09_11_4864_00_608.png,11,58.0,60.0,0.37,288.0,the number of berries,4.2727272727272725,,47.0,-47.0,50.0,50.0
0,count_11_333_2019_09_11_4864_456_1824.png,11,83.0,60.0,0.37,288.0,the number of berries,6.545454545454546,,72.0,-72.0,50.0,50.0
0,count_123_271_2019_09_11_4864_1368_3040.png,123,113.0,60.0,0.37,288.0,the number of berries,0.08130081300813008,,10.0,10.0,50.0,50.0
0,count_12_109_2019_10_02_4864_00_608.png,12,24.0,60.0,0.37,288.0,the number of berries,1.0,,12.0,-12.0,50.0,50.0
0,count_12_109_2019_10_02_4864_1824_608.png,12,63.0,60.0,0.37,288.0,the number of berries,4.25,,51.0,-51.0,50.0,50.0
0,count_12_109_2019_10_02_4864_2280_608.png,12,46.0,60.0,0.37,288.0,the number of berries,2.8333333333333335,,34.0,-34.0,50.0,50.0
0,count_12_110_2019_10_02_4864_912_4256.png,12,50.0,60.0,0.37,288.0,the number of berries,3.1666666666666665,,38.0,-38.0,50.0,50.0
0,count_12_115_2019_10_02_4864_3192_1216.png,12,64.0,60.0,0.37,288.0,the number of berries,4.333333333333333,,52.0,-52.0,50.0,50.0
0,count_12_116_2019_10_02_4864_00_4256.png,12,100.0,60.0,0.37,288.0,the number of berries,7.333333333333333,,88.0,-88.0,50.0,50.0
0,count_12_116_2019_10_02_4864_456_3040.png,12,56.0,60.0,0.37,288.0,the number of berries,3.6666666666666665,,44.0,-44.0,50.0,50.0
0,count_12_118_2019_10_02_4864_00_3648.png,12,138.0,60.0,0.37,288.0,the number of berries,10.5,,126.0,-126.0,50.0,50.0
0,count_12_118_2019_10_02_4864_00_4256.png,12,75.0,60.0,0.37,288.0,the number of berries,5.25,,63.0,-63.0,50.0,50.0
0,count_12_118_2019_10_02_4864_00_608.png,12,61.0,60.0,0.37,288.0,the number of berries,4.083333333333333,,49.0,-49.0,50.0,50.0
0,count_12_118_2019_10_02_4864_2736_4256.png,12,24.0,60.0,0.37,288.0,the number of berries,1.0,,12.0,-12.0,50.0,50.0
0,count_12_119_2019_10_02_4864_00_2432.png,12,89.0,60.0,0.37,288.0,the number of berries,6.416666666666667,,77.0,-77.0,50.0,50.0
0,count_12_119_2019_10_02_4864_2736_4256.png,12,25.0,60.0,0.37,288.0,the number of berries,1.0833333333333333,,13.0,-13.0,50.0,50.0
0,count_12_122_2019_10_02_4864_00_2432.png,12,24.0,60.0,0.37,288.0,the number of berries,1.0,,12.0,-12.0,50.0,50.0
0,count_12_122_2019_10_02_4864_2280_4256.png,12,29.0,60.0,0.37,288.0,the number of berries,1.4166666666666667,,17.0,-17.0,50.0,50.0
0,count_12_122_2019_10_02_4864_912_1216.png,12,51.0,60.0,0.37,288.0,the number of berries,3.25,,39.0,-39.0,50.0,50.0
0,count_12_125_2019_10_02_4864_2736_4256.png,12,47.0,60.0,0.37,288.0,the number of berries,2.9166666666666665,,35.0,-35.0,50.0,50.0
0,count_12_133_2019_10_02_4864_1824_00.png,12,103.0,60.0,0.37,288.0,the number of berries,7.583333333333333,,91.0,-91.0,50.0,50.0
0,count_12_133_2019_10_02_4864_3192_3040.png,12,50.0,60.0,0.37,288.0,the number of berries,3.1666666666666665,,38.0,-38.0,50.0,50.0
0,count_12_137_2019_10_02_4864_912_4256.png,12,88.0,60.0,0.37,288.0,the number of berries,6.333333333333333,,76.0,-76.0,50.0,50.0
0,count_12_144_2019_10_02_4864_00_4256.png,12,77.0,60.0,0.37,288.0,the number of berries,5.416666666666667,,65.0,-65.0,50.0,50.0
0,count_12_147_2019_10_02_4864_1824_00.png,12,106.0,60.0,0.37,288.0,the number of berries,7.833333333333333,,94.0,-94.0,50.0,50.0
0,count_12_151_2019_10_02_4864_1824_3648.png,12,50.0,60.0,0.37,288.0,the number of berries,3.1666666666666665,,38.0,-38.0,50.0,50.0
0,count_12_151_2019_10_02_4864_2280_1216.png,12,155.0,60.0,0.37,288.0,the number of berries,11.916666666666666,,143.0,-143.0,50.0,50.0
0,count_12_151_2019_10_02_4864_3192_1216.png,12,135.0,60.0,0.37,288.0,the number of berries,10.25,,123.0,-123.0,50.0,50.0
0,count_12_229_2019_10_18_4864_1368_1824.png,12,9.0,60.0,0.37,288.0,the number of berries,0.25,,3.0,3.0,50.0,50.0
0,count_12_294_2019_09_11_4864_00_3040.png,12,62.0,60.0,0.37,288.0,the number of berries,4.166666666666667,,50.0,-50.0,50.0,50.0
0,count_12_295_2019_09_11_4864_00_3648.png,12,79.0,60.0,0.37,288.0,the number of berries,5.583333333333333,,67.0,-67.0,50.0,50.0
0,count_12_296_2019_09_11_4864_3192_1216.png,12,119.0,60.0,0.37,288.0,the number of berries,8.916666666666666,,107.0,-107.0,50.0,50.0
0,count_12_313_2019_09_11_4864_2280_3040.png,12,50.0,60.0,0.37,288.0,the number of berries,3.1666666666666665,,38.0,-38.0,50.0,50.0
0,count_13_109_2019_10_02_4864_00_1216.png,13,19.0,60.0,0.37,288.0,the number of berries,0.46153846153846156,,6.0,-6.0,50.0,50.0
0,count_13_110_2019_10_02_4864_00_2432.png,13,126.0,60.0,0.37,288.0,the number of berries,8.692307692307692,,113.0,-113.0,50.0,50.0
0,count_13_111_2019_10_02_4864_456_2432.png,13,87.0,60.0,0.37,288.0,the number of berries,5.6923076923076925,,74.0,-74.0,50.0,50.0
0,count_13_112_2019_10_02_4864_1824_3648.png,13,75.0,60.0,0.37,288.0,the number of berries,4.769230769230769,,62.0,-62.0,50.0,50.0
0,count_13_114_2019_10_02_4864_2280_608.png,13,56.0,60.0,0.37,288.0,the number of berries,3.3076923076923075,,43.0,-43.0,50.0,50.0
0,count_13_115_2019_10_02_4864_2736_3040.png,13,51.0,60.0,0.37,288.0,the number of berries,2.923076923076923,,38.0,-38.0,50.0,50.0
0,count_13_116_2019_10_02_4864_1368_00.png,13,114.0,60.0,0.37,288.0,the number of berries,7.769230769230769,,101.0,-101.0,50.0,50.0
0,count_13_118_2019_10_02_4864_1368_1824.png,13,71.0,60.0,0.37,288.0,the number of berries,4.461538461538462,,58.0,-58.0,50.0,50.0
0,count_13_118_2019_10_02_4864_2736_00.png,13,51.0,60.0,0.37,288.0,the number of berries,2.923076923076923,,38.0,-38.0,50.0,50.0
0,count_13_118_2019_10_02_4864_912_2432.png,13,124.0,60.0,0.37,288.0,the number of berries,8.538461538461538,,111.0,-111.0,50.0,50.0
0,count_13_119_2019_10_02_4864_1824_608.png,13,15.0,60.0,0.37,288.0,the number of berries,0.15384615384615385,,2.0,-2.0,50.0,50.0
0,count_13_119_2019_10_02_4864_2280_2432.png,13,65.0,60.0,0.37,288.0,the number of berries,4.0,,52.0,-52.0,50.0,50.0
0,count_13_119_2019_10_02_4864_3192_1216.png,13,49.0,60.0,0.37,288.0,the number of berries,2.769230769230769,,36.0,-36.0,50.0,50.0
0,count_13_119_2019_10_02_4864_3192_3648.png,13,36.0,60.0,0.37,288.0,the number of berries,1.7692307692307692,,23.0,-23.0,50.0,50.0
0,count_13_121_2019_10_02_4864_3192_00.png,13,39.0,60.0,0.37,288.0,the number of berries,2.0,,26.0,-26.0,50.0,50.0
0,count_13_122_2019_10_02_4864_456_4256.png,13,19.0,60.0,0.37,288.0,the number of berries,0.46153846153846156,,6.0,-6.0,50.0,50.0
0,count_13_124_2019_10_02_4864_00_3648.png,13,36.0,60.0,0.37,288.0,the number of berries,1.7692307692307692,,23.0,-23.0,50.0,50.0
0,count_13_125_2019_10_02_4864_3192_3040.png,13,14.0,60.0,0.37,288.0,the number of berries,0.07692307692307693,,1.0,-1.0,50.0,50.0
0,count_13_125_2019_10_02_4864_912_4256.png,13,51.0,60.0,0.37,288.0,the number of berries,2.923076923076923,,38.0,-38.0,50.0,50.0
0,count_13_128_2019_10_02_4864_00_608.png,13,12.0,60.0,0.37,288.0,the number of berries,0.07692307692307693,,1.0,1.0,50.0,50.0
0,count_13_130_2019_10_02_4864_1824_608.png,13,55.0,60.0,0.37,288.0,the number of berries,3.230769230769231,,42.0,-42.0,50.0,50.0
0,count_13_130_2019_10_02_4864_2736_00.png,13,32.0,60.0,0.37,288.0,the number of berries,1.4615384615384615,,19.0,-19.0,50.0,50.0
0,count_13_133_2019_10_02_4864_1824_1824.png,13,53.0,60.0,0.37,288.0,the number of berries,3.076923076923077,,40.0,-40.0,50.0,50.0
0,count_13_133_2019_10_02_4864_456_608.png,13,23.0,60.0,0.37,288.0,the number of berries,0.7692307692307693,,10.0,-10.0,50.0,50.0
0,count_13_133_2019_10_02_4864_912_1216.png,13,30.0,60.0,0.37,288.0,the number of berries,1.3076923076923077,,17.0,-17.0,50.0,50.0
0,count_13_138_2019_10_02_4864_00_00.png,13,40.0,60.0,0.37,288.0,the number of berries,2.076923076923077,,27.0,-27.0,50.0,50.0
0,count_13_144_2019_10_02_4864_00_00.png,13,22.0,60.0,0.37,288.0,the number of berries,0.6923076923076923,,9.0,-9.0,50.0,50.0
0,count_13_148_2019_10_02_4864_3192_1824.png,13,120.0,60.0,0.37,288.0,the number of berries,8.23076923076923,,107.0,-107.0,50.0,50.0
0,count_13_150_2019_10_02_4864_00_608.png,13,29.0,60.0,0.37,288.0,the number of berries,1.2307692307692308,,16.0,-16.0,50.0,50.0
0,count_13_150_2019_10_02_4864_2736_4256.png,13,35.0,60.0,0.37,288.0,the number of berries,1.6923076923076923,,22.0,-22.0,50.0,50.0
0,count_13_294_2019_09_11_4864_2736_608.png,13,36.0,60.0,0.37,288.0,the number of berries,1.7692307692307692,,23.0,-23.0,50.0,50.0
0,count_13_311_2019_09_11_4864_00_3040.png,13,64.0,60.0,0.37,288.0,the number of berries,3.923076923076923,,51.0,-51.0,50.0,50.0
0,count_144_273_2019_09_11_4864_2736_1824.png,144,234.0,60.0,0.37,288.0,the number of berries,0.625,,90.0,-90.0,50.0,50.0
0,count_14_109_2019_10_02_4864_00_1824.png,14,41.0,60.0,0.37,288.0,the number of berries,1.9285714285714286,,27.0,-27.0,50.0,50.0
0,count_14_109_2019_10_02_4864_1368_00.png,14,19.0,60.0,0.37,288.0,the number of berries,0.35714285714285715,,5.0,-5.0,50.0,50.0
0,count_14_109_2019_10_02_4864_1824_00.png,14,65.0,60.0,0.37,288.0,the number of berries,3.642857142857143,,51.0,-51.0,50.0,50.0
0,count_14_109_2019_10_02_4864_2280_1216.png,14,57.0,60.0,0.37,288.0,the number of berries,3.0714285714285716,,43.0,-43.0,50.0,50.0
0,count_14_109_2019_10_02_4864_2280_4256.png,14,34.0,60.0,0.37,288.0,the number of berries,1.4285714285714286,,20.0,-20.0,50.0,50.0
0,count_14_109_2019_10_02_4864_2736_1216.png,14,86.0,60.0,0.37,288.0,the number of berries,5.142857142857143,,72.0,-72.0,50.0,50.0
0,count_14_110_2019_10_02_4864_2280_4256.png,14,43.0,60.0,0.37,288.0,the number of berries,2.0714285714285716,,29.0,-29.0,50.0,50.0
0,count_14_110_2019_10_02_4864_456_2432.png,14,143.0,60.0,0.37,288.0,the number of berries,9.214285714285714,,129.0,-129.0,50.0,50.0
0,count_14_110_2019_10_02_4864_912_3040.png,14,94.0,60.0,0.37,288.0,the number of berries,5.714285714285714,,80.0,-80.0,50.0,50.0
0,count_14_111_2019_10_02_4864_3192_3648.png,14,66.0,60.0,0.37,288.0,the number of berries,3.7142857142857144,,52.0,-52.0,50.0,50.0
0,count_14_112_2019_10_02_4864_1368_00.png,14,60.0,60.0,0.37,288.0,the number of berries,3.2857142857142856,,46.0,-46.0,50.0,50.0
0,count_14_112_2019_10_02_4864_1824_00.png,14,35.0,60.0,0.37,288.0,the number of berries,1.5,,21.0,-21.0,50.0,50.0
0,count_14_114_2019_10_02_4864_00_4256.png,14,85.0,60.0,0.37,288.0,the number of berries,5.071428571428571,,71.0,-71.0,50.0,50.0
0,count_14_114_2019_10_02_4864_1368_00.png,14,54.0,60.0,0.37,288.0,the number of berries,2.857142857142857,,40.0,-40.0,50.0,50.0
0,count_14_114_2019_10_02_4864_456_3040.png,14,101.0,60.0,0.37,288.0,the number of berries,6.214285714285714,,87.0,-87.0,50.0,50.0
0,count_14_118_2019_10_02_4864_3192_3648.png,14,39.0,60.0,0.37,288.0,the number of berries,1.7857142857142858,,25.0,-25.0,50.0,50.0
0,count_14_119_2019_10_02_4864_1368_3040.png,14,59.0,60.0,0.37,288.0,the number of berries,3.2142857142857144,,45.0,-45.0,50.0,50.0
0,count_14_119_2019_10_02_4864_2280_4256.png,14,32.0,60.0,0.37,288.0,the number of berries,1.2857142857142858,,18.0,-18.0,50.0,50.0
0,count_14_119_2019_10_02_4864_456_3040.png,14,85.0,60.0,0.37,288.0,the number of berries,5.071428571428571,,71.0,-71.0,50.0,50.0
0,count_14_119_2019_10_02_4864_912_4256.png,14,38.0,60.0,0.37,288.0,the number of berries,1.7142857142857142,,24.0,-24.0,50.0,50.0
0,count_14_120_2019_10_02_4864_00_4256.png,14,97.0,60.0,0.37,288.0,the number of berries,5.928571428571429,,83.0,-83.0,50.0,50.0
0,count_14_120_2019_10_02_4864_2736_3040.png,14,23.0,60.0,0.37,288.0,the number of berries,0.6428571428571429,,9.0,-9.0,50.0,50.0
0,count_14_120_2019_10_02_4864_912_4256.png,14,137.0,60.0,0.37,288.0,the number of berries,8.785714285714286,,123.0,-123.0,50.0,50.0
0,count_14_121_2019_10_02_4864_1368_1216.png,14,39.0,60.0,0.37,288.0,the number of berries,1.7857142857142858,,25.0,-25.0,50.0,50.0
0,count_14_121_2019_10_02_4864_912_1216.png,14,82.0,60.0,0.37,288.0,the number of berries,4.857142857142857,,68.0,-68.0,50.0,50.0
0,count_14_125_2019_10_02_4864_1368_3040.png,14,60.0,60.0,0.37,288.0,the number of berries,3.2857142857142856,,46.0,-46.0,50.0,50.0
0,count_14_125_2019_10_02_4864_2280_4256.png,14,38.0,60.0,0.37,288.0,the number of berries,1.7142857142857142,,24.0,-24.0,50.0,50.0
